"PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD"
3693812,1972,4652,1970,"DE","",431545,3,,414,5,51,,23,,0.6049,,9.5217,,,,0.8696,0.8696
4741381,1988,10350,1987,"JP","",515955,3,7,164,5,52,2,4,1,0,0,6,7.5,0,0,0,0
5101497,1992,11778,1991,"US","TX",755619,2,8,710,2,22,7,34,1,0.1125,0.6122,3.7059,5.2857,0,0,0.0588,0.0588
4748626,1988,10378,1987,"US","FL",461855,2,22,714,2,22,9,46,1,0.5265,0.6667,5.4348,2.5556,0.25,0.2222,0,0
3989799,1976,6150,1974,"US","WV",595200,2,28,423,1,19,0,11,,0.7273,,7.6364,,,,0.3636,0.3636
4715418,1987,10224,1985,"JP","",582850,3,3,152,5,55,8,3,1,0,0.6563,3.3333,14.875,0,0,0,0
3497996,1970,3714,1968,"US","TX",,1,,49,5,59,,0,,,,,,,,,
4947892,1990,11183,1989,"US","CA",,1,15,137,6,69,11,0,0.2727,,0,,57.6364,,,,
5662381,1997,13759,1995,"US","MI",543125,2,25,297,6,65,79,7,0.8481,0,0.1697,2.7143,22.3418,0.2692,0.1772,0.1429,0.1429
4832454,1989,10735,1986,"DE","",601715,2,8,345,2,23,5,1,1,0,0.32,9,5.4,0,0,0,0
4193849,1980,7382,1978,"JP","",403190,3,10,205,1,19,2,24,1,0.7951,0,11.5417,6.5,0,0,0,0
4868632,1989,10854,1988,"JP","",10950,7,4,257,4,46,2,4,1,0.375,0.5,5.25,3.5,0,0,0,0
4094696,1978,6738,1976,"US","NV",,1,9,106,1,12,6,8,0.8333,0.5313,0.32,7.75,11.5,,,,
3876450,1975,5576,1973,"US","GA",631725,2,7,427,1,12,3,8,0.3333,0.75,0,19.25,17.3333,0,0,0,0
4305380,1981,8019,1980,"US","CA",,1,8,126,6,66,4,2,1,0,0.625,1,1.5,,,,
3611065,1971,4295,1969,"DE","",512710,3,,257,4,46,,8,,0.5625,,20.625,,,,0,0
3877751,1975,5583,1973,"US","CA",246875,2,2,297,6,65,6,3,0,0,,17.3333,58.6667,0,0,0,0
4589879,1986,9636,1983,"US","IL",55570,2,12,604,3,32,18,36,0.8889,0.3225,0.4219,7.9722,14.9444,0.625,0.2778,0.3,0.25
4780332,1988,10525,1986,"DE","",478430,3,9,427,1,12,14,1,1,0,0.8367,7,6.2143,0.0769,0.0714,0,0
5939373,1999,14473,1998,"US","OH",454215,2,,510,1,19,67,0,1,,0.6438,,9.9403,0.1875,0.1791,,
3852242,1974,5450,1973,"US","NY",218550,2,,528,1,15,,36,,0.8272,,13.1389,,,,0.875,0.7778
4805904,1989,10644,1988,"US","UT",337050,2,18,473,6,62,25,11,0.56,0.1653,0.3673,6.4545,44.32,0,0,0.4286,0.2727
5892598,1999,14340,1996,"JP","",358975,3,,359,5,54,13,0,1,,0.7692,,8.7692,0.0769,0.0769,,
6002672,1999,14592,1996,"CA","",754783,3,,370,2,21,28,0,1,,0.3163,,7.25,0,0,,
5963399,1999,14522,1997,"US","MA",284385,2,,360,2,24,17,0,1,,0.1107,,8.7059,0.3333,0.2941,,
5666806,1997,13773,1995,"US","IL",92420,2,12,60,4,45,15,3,1,0.6667,0.6133,2,6,0.2857,0.2667,0.6667,0.6667
4051774,1977,6486,1976,"US","CT",288420,2,1,101,6,69,12,0,0.5833,,0.2449,,20.75,0,0,,
5536232,1996,13346,1994,"CA","",683641,7,20,600,3,32,20,0,0.9,,0.8086,,16.3,0,0,,
4323175,1982,8131,1980,"DE","",,1,9,222,1,19,6,11,0.1667,0,0,8.6364,35.8333,,,,
5297349,1994,12506,1991,"US","OR",401540,2,34,36,6,63,65,3,0.7077,0.4444,0,5,26.7846,0.1,0.0462,0.3333,0.3333
4565641,1986,9517,1984,"US","MN",377880,2,20,428,6,69,18,1,0.8889,0,0.9063,12,11.8333,0.6667,0.5556,0,0
4554706,1985,9461,1983,"AT","",298825,3,10,16,5,59,5,9,0.2,0.1975,0,10.5556,51.2,0,0,0.5,0.4444
3846077,1974,5422,1972,"US","NY",,1,,422,1,19,,34,,0.7457,,12.1471,,,,,
4499588,1985,9174,1982,"US","PA",466175,2,6,377,4,49,9,1,1,0,0.8148,1,7,0,0,0,0
4204888,1980,7452,1978,"JP","",472010,3,4,148,5,52,9,3,1,0.4444,0.4938,6.3333,7,0.1429,0.1111,0,0
5770273,1998,14053,1996,"US","CA",218550,2,16,427,1,12,6,0,0.8333,,0.48,,14.1667,0.2,0.1667,,
4399347,1983,8628,1981,"DE","",89560,3,11,219,4,49,11,16,0.7273,0.8047,0.8125,7.875,17.0909,0,0,0,0
5925971,1999,14445,1997,"JP","",389720,3,,310,4,45,51,0,0.9804,,0.2832,,10.3137,0.3696,0.3333,,
3659799,1972,4505,1970,"IT","",417305,3,,242,5,51,,20,,0.405,,19.9,,,,0,0
5583928,1996,13493,1993,"GB","",76775,3,12,379,2,21,21,2,1,0.5,0.5125,3.5,11.619,0.0588,0.0476,0,0
4208483,1980,7473,1978,"US","OH",600035,2,4,435,3,33,5,16,0.6,0.2188,0,9.9375,9.6,0,0,0.0667,0.0625
5398618,1995,12863,1994,"AU","",709632,3,11,105,5,55,13,0,0.5385,,0.6939,,45.3846,0,0,,
5356413,1994,12709,1993,"US","MA",379055,2,24,606,3,32,4,33,1,0.27,0,2.6667,2,0,0,0.0952,0.0606
5007395,1991,11428,1989,"GB","",204110,2,2,123,5,53,10,1,0.8,0,0.6875,4,18.7,0.125,0.1,0,0
4555929,1985,9468,1983,"US","OR",,1,3,72,5,52,9,1,0.3333,0,0,6,49.3333,,,,
4272849,1981,7837,1978,"US","NY",,1,2,2,6,63,5,18,0.4,0.1107,0,14.2941,35,,,,
3587787,1971,4196,1967,"US","CA",475215,2,,188,5,53,,7,,0.6939,,14.2857,,,,0,0
3709979,1973,4757,1970,"US","NJ",381140,2,,423,1,19,,165,,0.8103,,14.1463,,,,0.5741,0.5636
3084745,1963,1194,,"US","TX",,1,,166,6,64,,4,,0.375,,,,,,,
4102313,1978,6780,1976,"FR","",,1,7,123,5,53,3,8,0.6667,0,0,7.875,14,,,,
5762837,1998,14039,1996,"US","TN",,1,9,264,5,51,21,2,0.9524,0,0.645,1,13.7143,,,,
5690708,1997,13843,1995,"NL","",508865,2,7,96,1,13,11,0,0.5455,,0.6667,,38.5455,0,0,,
4959799,1990,11225,1988,"JP","",252865,3,19,706,2,22,0,15,,0.4444,,4.2,,,,0.2143,0.2
5979934,1999,14557,1997,"US","AZ",589355,2,,280,5,55,9,0,1,,0.6173,,3.7778,0.1111,0.1111,,
5979946,1999,14557,1997,"CA","",717823,3,,285,6,67,14,0,0.8571,,0,,22.2857,0,0,,
5884167,1999,14319,1995,"US","NJ",706518,2,,455,2,21,37,1,1,0,0.6004,1,8.2703,0.4242,0.3784,1,1
4572167,1986,9552,1983,"US","MA",,1,9,602,3,32,8,33,1,0.5271,0.6563,8.9697,4.75,,,,
5384906,1995,12807,1993,"US","IL",560270,2,16,709,2,22,79,15,1,0.8622,0.7201,2.8667,10.6456,0.0779,0.0759,0.1333,0.1333
4304726,1981,8012,1980,"JP","",231835,3,6,552,1,14,4,2,1,0.5,0.625,8,1.25,0.5,0.25,0,0
5501050,1996,13234,1995,"CA","",,1,1,52,6,69,11,0,0.1818,,0,,55.2727,,,,
5944485,1999,14487,1998,"FR","",682568,3,,416,1,19,8,0,0.875,,0.6122,,20.875,0,0,,
5060953,1991,11624,1991,"US","CT",534455,2,35,473,6,62,67,9,0.6567,0,0.0444,2.8889,23.0746,0.0588,0.0299,0,0
3455793,1969,3483,1965,"US","CA",519195,2,,205,1,19,,8,,0.2188,,21,,,,0,0
5896863,1999,14361,1997,"US","CA",,1,,132,6,65,13,0,0.5385,,0.449,,37.2308,,,,
5132773,1992,11890,1991,"US","CA",417130,2,12,257,4,46,14,5,1,0.72,0.7143,4,3.5,0.1429,0.1429,0.6,0.6
4480621,1984,9076,1984,"DE","",478430,3,5,123,5,53,7,3,1,0,0,2.6667,5.4286,0.2857,0.2857,0,0
5192290,1993,12121,1990,"US","CA",694870,2,12,606,3,32,21,10,0.9524,0.42,0.76,4.6,12.9048,0,0,0.25,0.2
4714648,1987,10217,1985,"JP","",578080,3,18,442,1,11,7,7,1,0.6939,0.6939,6.1429,4.5714,0,0,0,0
4979989,1990,11316,1989,"FR","",492620,3,6,106,1,12,10,3,0.9,0.6667,0.716,1.3333,10.5,0,0,0,0
4093851,1978,6731,1976,"US","CA",596125,2,11,714,2,22,7,5,1,0.72,0,9.4,6.5714,0,0,0,0
4589716,1986,9636,1983,"US","GA",,1,1,439,4,41,8,1,1,0,0.4063,15,13.875,,,,
5662438,1997,13759,1995,"DE","",529885,3,2,409,5,51,7,0,1,,0.2449,,10.1429,0,0,,
4058521,1977,6528,1977,"JP","",510705,3,1,540,1,14,3,11,1,0,0,4.7273,4.3333,0,0,0.0909,0.0909
5036795,1991,11540,1989,"US","CA",,1,30,119,6,61,9,5,0.6667,0,0,4.4,32,,,,
3281783,1966,2489,,"US","NY",,1,,340,2,21,,7,,0.6531,,,,,,,
5422926,1995,12940,1994,"US","MA",686462,2,33,378,4,44,25,2,0.92,0,0.2987,2,14.96,0,0,0,0
4785861,1988,10553,1986,"JP","",550400,3,5,152,5,55,5,6,1,0.2778,0,7.5,6.2,0,0,0.1667,0.1667
5919301,1999,14431,1997,"DE","",322095,3,,106,1,12,12,0,1,,0.625,,10.25,0.1667,0.1667,,
3853260,1974,5457,1973,"US","OH",,1,,229,6,68,,5,,0.56,,11.2,,,,,
4530671,1985,9335,1983,"US","NY",340290,2,6,446,6,62,15,1,0.4667,0,0.7347,3,35.5333,0,0,0,0
4069899,1978,6598,1976,"US","CO",,1,2,188,5,53,2,1,0.5,0,0,11,18.5,,,,
3874066,1975,5569,1973,"SE","",1555,3,5,228,5,52,6,0,1,,0.2778,,5.3333,0,0,,
3626360,1971,4358,1969,"GB","",470760,3,,439,4,41,,0,,,,,,,,,
5411408,1995,12905,1994,"US","IL",382575,2,17,439,4,41,4,6,1,0,0,2,1.75,0,0,1,1
4774574,1988,10497,1987,"US","NY",160890,2,14,348,4,49,2,43,1,0.6436,0,4.5581,7,0,0,0.1163,0.1163
4535732,1985,9363,1984,"JP","",256400,3,16,123,5,53,11,25,1,0.0768,0,5,1.9091,0.3,0.2727,0.8,0.8
3868109,1975,5534,1973,"US","CA",,1,3,473,6,62,4,13,0.5,0.142,0,12.9231,20.75,,,,
5445529,1995,13024,1993,"JP","",701194,2,11,439,4,41,3,1,1,0,0,4,2.6667,0,0,0,0
4455279,1984,8936,1982,"US","MT",438920,2,3,422,1,19,6,1,1,0,0.7222,10,5.3333,0,0,0,0
5979950,1999,14557,1998,"FR","",192245,3,,292,6,69,10,0,0.9,,0.7901,,22.8,0,0,,
5951420,1999,14501,1998,"US","CA",289455,2,,473,6,62,7,0,1,,0,,11.1429,0,0,,
5469799,1995,13115,1995,"JP","",253010,3,4,114,5,55,5,0,0.8,,0,,23.4,0,0,,
5300874,1994,12513,1990,"JP","",581270,3,11,320,4,45,22,37,1,0.7334,0.8264,5.2973,5.9091,0.0526,0.0455,0,0
3139939,1964,1649,,"CA","",,5,,171,6,64,,2,,0,,,,,,,
5594224,1997,13528,1994,"JP","",252865,3,9,218,4,49,14,0,0.9286,,0.2722,,19.3571,0,0,,
4297993,1981,7977,1979,"DE","",258960,3,9,606,3,32,7,14,1,0.3673,0.7347,9.5714,4.4286,0,0,0,0
5005904,1991,11421,1989,"GB","",442055,3,12,297,6,65,5,6,1,0.6111,0.32,5,4,0,0,0,0
5828241,1998,14179,1996,"JP","",570160,2,4,327,4,41,13,1,1,0,0.5207,1,6.7692,0.0833,0.0769,0,0
3730932,1973,4869,1971,"US","NY",218550,2,,524,1,15,,10,,0.76,,8.2,,,,0.6,0.6
5060756,1991,11624,1990,"US","WI",,1,7,182,6,65,4,6,1,0.2778,0.375,3.3333,10.75,,,,
3949813,1976,5947,1974,"CH","",,1,8,172,6,64,5,5,0.2,0.32,0,5.8,43,,,,
5176248,1993,12058,1992,"US","NE",341060,2,12,198,5,59,3,3,0.6667,0.6667,0.5,3,33.6667,0,0,0,0
4970303,1990,11274,1988,"US","CA",635450,2,64,536,1,14,1,2,1,0.5,0,3,3,0,0,0.5,0.5
5366047,1994,12744,1992,"DE","",133290,3,6,188,5,53,15,1,0.9333,0,0.4082,3,13.6667,0,0,0,0
5735890,1998,13976,1995,"US","MO",350355,2,13,607,3,32,62,0,0.7258,,0.6607,,22.3548,0.1034,0.0484,,
4022555,1977,6339,1971,"US","OH",362185,2,20,425,5,51,9,19,0.8889,0.6925,0.5625,12.0526,9,0,0,0.1053,0.1053
5671588,1997,13787,1995,"US","TX",702333,2,14,53,6,68,20,1,0.75,0,0.4444,2,23.15,0,0,1,1
5733446,1998,13969,1994,"DK","",76070,2,29,210,1,19,31,0,0.9677,,0.78,,14.9032,0,0,,
5935124,1999,14466,1997,"US","CA",710798,2,,606,3,32,9,0,1,,0.3457,,2.3333,0.2222,0.2222,,
4469000,1984,9013,1982,"JP","",402785,3,9,84,6,69,2,16,1,0.3281,0,8.625,3.5,0,0,0,0
4990092,1991,11358,1989,"US","OH",580095,2,22,434,6,69,18,44,0.9444,0.5548,0.4706,5.3636,13,0,0,0,0
3705086,1972,4722,1970,"DE","",369345,3,,201,1,19,,9,,0.4938,,10.4444,,,,0.25,0.2222
4930740,1990,11113,1989,"US","MN",,1,11,248,6,69,10,5,0.7,0.48,0.2449,4.8,17.3,,,,
3899185,1975,5702,1973,"CH","",,1,5,280,5,55,3,8,0.6667,0,0,3.5,7.3333,,,,
4881434,1989,10917,1988,"US","NE",,1,9,81,5,59,6,3,0.6667,0.6667,0.625,3.3333,21,,,,
5386526,1995,12814,1991,"US","CA",551495,2,34,711,2,24,8,6,1,0.5,0.2188,4.8333,3.75,0,0,0.1667,0.1667
5686353,1997,13829,1995,"JP","",358975,3,12,438,4,46,8,2,1,0,0.75,2.5,4.25,0.375,0.375,0,0
4883176,1989,10924,1989,"US","PA",119775,2,9,206,6,68,2,19,1,0.0997,0.5,3.1053,9,0,0,0,0
3979955,1976,6101,1974,"DE","",344600,3,1,73,4,43,3,5,1,0,0.6667,14,8,0,0,0,0
5455035,1995,13059,1994,"US","CT",170510,2,4,424,3,31,15,1,0.8667,0,0.4852,1,16.3333,0,0,0,0
4136528,1979,6969,1977,"US","MN",362335,2,23,62,6,69,2,30,1,0.0666,0,13.4483,11.5,0,0,0,0
5929691,1999,14452,1997,"KR","",491065,3,,327,4,41,7,0,1,,0.5714,,5.2857,0.1429,0.1429,,
3605992,1971,4280,1969,"DE","",,1,,198,5,59,,5,,0.56,,10.8,,,,,
4032767,1977,6388,1976,"US","CA",597270,6,13,708,2,22,5,12,1,0.5139,0.56,2.75,1.4,0,0,0.1818,0.1667
4573355,1986,9559,1983,"DE","",,1,17,73,4,43,2,1,1,0,0,11,2,,,,
4384953,1983,8544,1981,"US","MN",,1,8,209,5,51,15,0,0,,,,73.4667,,,,
5149799,1992,11953,1990,"US","NJ",394095,2,8,536,1,14,21,9,0.7619,0.7901,0.7578,5.4444,25.5714,0,0,0.7778,0.7778
4718388,1988,10238,1986,"JP","",256400,3,10,123,5,53,4,3,1,0.4444,0.375,7,1.25,0.5,0.5,0,0
5035750,1991,11533,1990,"JP","",558765,3,19,438,4,46,11,20,0.9091,0.69,0.72,3.4,10.0909,0.2,0.0909,0.0556,0.05
5202750,1993,12156,1992,"GB","",601715,2,9,257,4,46,2,21,1,0.322,0,2.0476,3.5,0,0,0.1,0.0952
3663585,1972,4519,1970,"US","NJ",186590,2,,556,1,14,,3,,0.6667,,10,,,,0,0
4370374,1983,8425,1980,"DE","",444210,3,17,428,6,69,11,17,0.9091,0.8028,0.18,10.7059,7.9091,0,0,0,0
5321098,1994,12583,1991,"US","OH",344100,2,31,525,1,15,18,4,0.6111,0.625,0.8595,4.5,29.8333,0.5,0.1111,0.25,0.25
5033194,1991,11526,1989,"US","TX",,1,6,30,6,65,5,1,0.2,0,0,4,42.6,,,,
4442879,1984,8873,1982,"JP","",582850,3,2,152,5,55,6,7,0.8333,0,0,8.7143,18.1667,0,0,0,0
4517559,1985,9265,1982,"US","IL",639685,2,22,345,2,23,2,29,1,0.6556,0.5,4.8214,6.5,0.5,0.5,0,0
5577313,1996,13479,1995,"US","IL",,1,23,29,5,52,56,0,0.6964,,0.5444,,28.3214,,,,
4887614,1989,10945,1989,"JP","",323385,3,9,607,3,32,21,21,0.7619,0.5261,0.5703,6.3333,22.3333,0.1667,0.0476,0.0526,0.0476
4059661,1977,6535,1975,"DE","",616075,3,15,264,5,51,8,5,0.375,0.32,0.4444,11.6,17.875,0,0,0,0
3979905,1976,6101,1974,"JP","",404330,3,6,60,4,45,12,9,0.5833,0.5679,0.4898,10.3333,15.1667,0.5,0.0833,0.4286,0.3333
5592026,1997,13521,1994,"IT","",685553,3,29,257,4,46,39,3,1,0.4444,0.426,3,12.1795,0,0,0.6667,0.6667
3148417,1964,1719,,"US","NY",,1,,52,6,69,,5,,0.32,,,,,,,
4750155,1988,10385,1985,"US","CA",635340,2,19,365,2,24,2,42,1,0.6644,0,9.881,12,0,0,0.7381,0.7381
4177155,1979,7277,1977,"GB","",104245,2,24,508,5,59,1,16,1,0.5781,0,10.875,11,0,0,0.2,0.1875
5969330,1999,14536,1997,"US","PA",695811,2,,235,5,59,36,0,1,,0.5988,,6.6111,0.0857,0.0833,,
4341949,1982,8243,1980,"DE","",71870,3,13,219,4,49,7,27,1,0.321,0.449,6.7778,5.2857,0,0,0,0
4464257,1984,8985,1982,"US","NJ",454060,2,8,210,1,19,8,4,1,0.375,0.4063,10,7.75,0,0,0,0
5720771,1998,13934,1995,"US","CA",708203,2,25,607,3,32,24,0,1,,0.4132,,10.1667,0,0,,
3584667,1971,4183,1969,"US","IL",570855,2,,81,5,59,,33,,0.7383,,21.3333,,,,0.2903,0.2727
3470930,1969,3567,1968,"US","CA",597450,2,,220,6,68,,7,,0.5714,,23,,,,0,0
4203980,1980,7445,1978,"CH","",254550,2,16,514,3,31,3,2,1,0.5,0.4444,6.5,3.6667,0.6667,0.6667,0.5,0.5
5323768,1994,12597,1992,"JP","",417745,3,30,600,3,32,10,3,1,0.4444,0.48,3.6667,6.7,0.3333,0.3,0,0
5728404,1998,13955,1994,"DE","",247990,3,7,424,3,31,7,0,0.8571,,0.6111,,15.5714,0,0,,
5255586,1993,12352,1992,"US","IL",,1,2,83,5,51,11,0,0.4545,,0.56,,42.5455,,,,
3979957,1976,6101,1975,"US","NY",205510,2,5,73,4,43,2,3,1,0,0,14,6,0,0,0,0
5389799,1995,12828,1993,"JP","",581270,3,15,257,4,46,4,11,1,0.7107,0,2.8182,6,0.25,0.25,0,0
5547067,1996,13381,1995,"US","OR",,1,28,198,5,59,7,1,1,0,0.5714,4,8.4286,,,,
4386089,1983,8551,1981,"DE","",55665,3,16,514,3,31,8,7,1,0.5714,0.4688,7.5714,4.375,0.125,0.125,0,0
4240194,1980,7662,1979,"JP","",,1,11,483,5,59,8,12,0.875,0.1528,0.6939,7.6667,10.375,,,,
4196647,1980,7403,1978,"US","MD",473480,2,8,83,5,51,13,14,0.8462,0.5,0.5785,10.0714,15.4615,0,0,0,0
5330019,1994,12618,1993,"US","OR",703031,2,7,180,5,55,6,1,1,0,0.6111,3,13.1667,0,0,0,0
5532604,1996,13332,1994,"JP","",706006,3,10,324,4,43,5,1,1,0,0.32,2,11,0,0,0,0
6003987,1999,14599,1995,"JP","",87490,3,,347,2,23,28,0,1,,0.4745,,6.75,0.7857,0.7857,,
4098193,1978,6759,1976,"US","MD",597270,6,2,102,1,19,11,9,0.6364,0.6173,0.2449,12.2222,17.1818,0,0,0,0
4144302,1979,7011,1976,"US","MA",218550,2,9,264,5,51,13,2,0.6154,0.5,0.6563,10,13.6154,0.25,0.0769,0,0
4538144,1985,9370,1982,"JP","",581270,3,8,345,2,23,3,15,1,0.24,0,6.1333,10.3333,0,0,0,0
4019799,1977,6325,1976,"US","NY",59445,2,8,439,4,41,7,4,1,0,0.2449,11,6.4286,0.4,0.2857,0,0
5891321,1999,14340,1997,"US","CA",599425,2,,205,1,19,3,0,1,,0.4444,,3.3333,0,0,,
4362649,1982,8376,1981,"US","MI",555875,2,5,502,1,19,4,0,1,,0.625,,8.75,0,0,,
3475056,1969,3588,1967,"US","WI",,1,,299,6,64,,4,,0.75,,16.5,,,,,
5376428,1994,12779,1994,"US","MN",377880,2,22,428,6,69,47,13,1,0.6746,0.7533,2.3077,11.8723,0.3261,0.3191,0.1538,0.1538
4057571,1977,6521,1975,"US","NY",24425,2,1,560,1,14,4,12,1,0.6806,0.625,4.3333,2.5,0,0,0.1667,0.1667
4883803,1989,10924,1988,"GB","",225530,3,3,514,3,31,5,5,1,0,0,5,1,0.8,0.8,0.4,0.4
5893479,1999,14347,1997,"US","CT",,1,,220,6,68,16,0,0.6875,,0.7438,,28.9375,,,,
4248006,1981,7704,1979,"US","CA",694283,2,17,446,6,62,10,13,0.9,0,0,7.5385,7.6,0,0,0,0
4778898,1988,10518,1986,"CH","",104245,2,8,548,1,14,6,15,1,0.72,0.6667,8.7333,6.8333,0.5,0.5,0.0714,0.0667
4320318,1982,8110,1978,"US","TX",167035,2,10,310,4,45,8,1,0.625,0,0.32,15,21.375,0,0,0,0
5323098,1994,12590,1991,"JP","",132955,3,12,320,4,45,6,6,1,0.6667,0.7222,5,14.3333,0,0,0,0
4203746,1980,7445,1979,"FR","",489500,3,1,65,5,51,7,7,0.8571,0.5714,0.7222,9.2857,11,0,0,0.1429,0.1429
4917099,1990,11064,1988,"US","WA",755604,2,15,600,3,32,22,13,1,0.142,0.4793,7.0769,7.7727,0.1,0.0909,0.0769,0.0769
4939552,1990,11141,1988,"JP","",377950,3,18,399,5,54,4,10,1,0.46,0.625,4.5,12.25,0,0,0,0
3715343,1973,4785,1971,"US","MN",40265,2,,526,1,15,,21,,0.8662,,15.619,,,,0.1429,0.1429
5498708,1996,13220,1989,"US","NY",384055,2,15,536,1,14,10,0,0.7,,0.6939,,20.6,0.2,0.1,,
4387772,1983,8565,1981,"CA","",,1,10,172,6,64,5,3,1,0,0.32,4.3333,9.6,,,,
5315148,1994,12562,1993,"JP","",714593,3,9,257,4,46,2,1,1,0,0,3,3.5,0,0,0,0
4797930,1989,10602,1983,"US","TX",570160,2,13,704,2,22,9,16,0.8889,0,0.2188,10.375,13.1111,0.2857,0.2222,0,0
5754933,1998,14018,1996,"US","OH",688149,2,7,399,5,54,7,0,1,,0.6122,,5,0.1429,0.1429,,
4422194,1983,8761,1981,"US","CT",118015,2,5,5,6,65,3,31,1,0.4662,0,9.3548,3,0,0,0.0667,0.0323
4242951,1981,7676,1979,"US","MI",83620,2,11,454,5,59,5,14,0.2,0.6531,0,11.2857,35.4,0,0,0,0
4142018,1979,6997,1977,"JP","",379770,3,10,428,6,69,10,6,1,0.6111,0.66,8.5,3.1,0,0,0,0
3917503,1975,5786,1974,"JP","",39205,3,6,156,1,19,7,7,0.4286,0.449,0.4444,17.1429,18.5714,0,0,0,0
4259463,1981,7760,1978,"IT","",384020,3,7,525,1,15,7,36,1,0.608,0.6122,13.4444,5.5714,0,0,0.1111,0.1111
4788920,1988,10567,1987,"US","FL",599520,2,17,111,6,61,14,9,0.5714,0,0,6.3333,27.1429,0,0,0,0
5917630,1999,14424,1996,"JP","",379245,3,,359,5,54,8,0,1,,0.6563,,5.25,0,0,,
3387778,1968,3084,1965,"US","MO",,1,,235,5,59,,7,,0.6122,,17.2857,,,,,
5247466,1993,12317,1991,"JP","",252865,3,15,702,2,22,7,26,1,0.4467,0.6122,3.8077,5.5714,0,0,0.08,0.0769
5503933,1996,13241,1994,"US","MA",458550,2,31,428,6,69,10,8,1,0.2188,0.76,3.25,7,0.2222,0.2,0,0
4553276,1985,9454,1983,"CA","",193530,2,11,4,6,65,22,8,0.6364,0.4688,0.5306,8.375,23.3636,0,0,0,0
5411611,1995,12905,1993,"US","PA",83430,2,17,148,5,52,16,0,0.6875,,0.6942,,28.375,0,0,,
5708825,1998,13892,1995,"US","MN",736959,2,31,707,2,22,0,32,,0.6785,,1.3871,,,,0.0741,0.0625
4094942,1978,6738,1976,"JP","",550270,3,6,264,5,51,9,16,1,0.75,0.7654,14.1875,10.3333,0,0,0,0
5095404,1992,11757,1990,"US","MA",135850,2,11,361,4,45,10,36,0.9,0.5864,0.3704,4.5556,8,0,0,0,0
4931754,1990,11113,1988,"NL","",165265,2,19,333,2,21,8,22,1,0.6446,0.4688,5.3636,6.375,0.1429,0.125,0,0
5429144,1995,12968,1994,"US","NY",,1,24,128,3,32,10,19,1,0.6648,0.5,2.5263,6.3,,,,
5938952,1999,14473,1997,"US","CA",757071,2,,219,4,49,10,0,1,,0.66,,11.4,0,0,,
5228979,1993,12254,1991,"US","CA",595450,2,20,208,1,19,30,1,1,0,0.42,3,9.4,0.2143,0.2,1,1
4915401,1990,11057,1988,"US","WA",,4,22,280,5,55,23,6,0.8261,0,0.3546,6.5,20.6087,,,,
4738713,1988,10336,1986,"US","OH",158025,2,7,75,5,52,6,16,0.6667,0.5859,0.375,7.3125,24,0,0,0,0
3856871,1974,5471,1973,"US","NJ",381140,2,,585,1,19,,14,,0.4388,,9.7143,,,,0.6429,0.6429
5986339,1999,14564,1998,"US","MN",739828,2,,257,4,46,26,0,1,,0.7929,,4.8077,0,0,,
4444260,1984,8880,1981,"US","OK",118225,2,11,166,6,64,17,8,0.4118,0.4688,0.7755,11.25,25.1765,0.1667,0.0588,0,0
5397999,1995,12856,1992,"JP","",437805,3,6,324,4,43,2,1,1,0,0.5,2,9,0,0,0,0
5326032,1994,12604,1993,"US","OK",,1,2,239,5,59,7,0,0.5714,,0.375,,55.2857,,,,
4707611,1987,10182,1986,"US","CA",480040,2,12,250,4,44,2,23,1,0.6919,0.5,4.913,7.5,0,0,0.2381,0.2174
3877786,1975,5583,1973,"US","NH",636500,2,17,359,5,54,4,28,0,0.699,,16.9286,26,0,0,0,0
4707637,1987,10182,1986,"US","CA",260265,2,25,315,4,42,6,11,1,0.5124,0,4.4545,6.8333,0.8,0.6667,0.0909,0.0909
3918966,1975,5793,1973,"AU","",113615,7,9,430,1,19,14,15,0.9286,0.6578,0.5207,11.7333,5.5714,0,0,0,0
3706104,1972,4736,1971,"US","OR",,1,,623,3,39,,5,,0,,15.2,,,,,
5575015,1996,13472,1994,"FR","",490355,3,10,2,6,63,0,3,,0.4444,,2.3333,,,,0,0
5180970,1993,12072,1992,"US","IL",256580,2,8,324,4,43,4,1,1,0,0.625,2,13.75,0,0,1,1
4879799,1989,10910,1988,"BE","",465615,2,4,29,5,52,4,3,1,0.6667,0.5,6,14.25,0.25,0.25,0,0
4952614,1990,11197,1989,"DE","",55665,3,7,523,1,15,3,12,1,0.7639,0.4444,5.5833,6.3333,0,0,0.4167,0.4167
5971984,1999,14543,1998,"US","TN",519305,2,,606,3,32,43,0,0.8837,,0.5734,,17.8372,0,0,,
5287214,1994,12464,1992,"GB","",408420,3,4,359,5,54,16,8,1,0.4063,0.75,3,12.8125,0.0667,0.0625,0,0
5173112,1992,12044,1992,"US","NJ",165265,2,23,106,1,12,8,40,1,0.7,0.2188,3.375,1.75,0.125,0.125,0.0526,0.05
4719548,1988,10238,1986,"US","OH",313825,2,21,362,4,42,3,5,1,0.32,0,7.8,13,0,0,0,0
